"id","pos","name","team","matches","MV","FMV","goals","allowed","saved","penalties","scored","missed","assist","yellow","red","own","season"
4472,"D","Meccariello","Lecce",11,5.73,5.95,1,0,0,0,0,0,0,2,0,0,"2019/2020"
4529,"D","Ankersen","Genoa",16,5.84,5.84,0,0,0,0,0,0,1,2,0,0,"2019/2020"
4888,"D","Sutalo","Atalanta",4,5.88,5.75,0,0,0,0,0,0,0,1,0,0,"2019/2020"
4945,"D","Calafiori","Roma",1,6.5,6.5,0,0,0,0,0,0,0,0,0,0,"2019/2020"
11,"D","Conti","Milan",21,5.69,5.6,0,0,0,0,0,0,2,8,0,0,"2019/2020"
54,"D","Rossettini","Lecce",26,5.67,5.62,0,0,0,0,0,0,1,5,0,0,"2019/2020"
99,"D","Cacciatore","Cagliari",15,5.67,5.57,0,0,0,0,0,0,0,1,1,0,"2019/2020"
141,"D","Laurini","Parma",13,5.73,5.73,0,0,0,0,0,0,2,4,0,0,"2019/2020"
169,"D","Tomovic","SPAL",21,5.52,5.31,0,0,0,0,0,0,1,5,1,1,"2019/2020"
256,"D","Juan Jesus","Roma",3,5,4.67,0,0,0,0,0,0,0,2,0,0,"2019/2020"
259,"D","Murillo","Sampdoria",9,5.5,5.33,0,0,0,0,0,0,0,1,1,0,"2019/2020"
262,"D","Santon","Roma",11,5.73,5.59,0,0,0,0,0,0,0,4,0,0,"2019/2020"
390,"D","Ghoulam","Napoli",8,5.94,5.94,0,0,0,0,0,0,1,2,0,0,"2019/2020"
395,"D","Strinic","Milan",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
418,"D","Goldaniga","Genoa",11,5.59,5.68,1,0,0,0,0,0,0,4,0,0,"2019/2020"
490,"D","Regini","Parma",4,5.88,5.88,0,0,0,0,0,0,0,0,0,0,"2019/2020"
517,"D","Dell'orco","Lecce",13,5.46,5.46,0,0,0,0,0,0,1,0,1,0,"2019/2020"
519,"D","Gazzola","Parma",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
521,"D","Peluso","Sassuolo",20,5.4,5.28,0,0,0,0,0,0,1,5,1,0,"2019/2020"
554,"D","Zappacosta","Roma",9,5.72,5.83,0,0,0,0,0,0,1,0,0,0,"2019/2020"
1847,"D","Caldara","Atalanta",13,5.77,5.81,0,0,0,0,0,0,1,1,0,0,"2019/2020"
1891,"D","Ceccherini","Fiorentina",10,5.85,5.7,0,0,0,0,0,0,0,3,0,0,"2019/2020"
1979,"D","Barreca","Genoa",17,5.68,5.74,0,0,0,0,0,0,1,0,0,0,"2019/2020"
2016,"D","Fazio","Roma",15,5.7,5.77,1,0,0,0,0,0,0,2,1,0,"2019/2020"
2062,"D","Bastos","Lazio",14,5.82,5.75,1,0,0,0,0,0,0,4,0,1,"2019/2020"
2104,"D","Bereszynski","Sampdoria",28,5.5,5.25,0,0,0,0,0,0,0,10,0,1,"2019/2020"
2653,"D","Lykogiannis","Cagliari",19,5.74,5.68,0,0,0,0,0,0,1,4,0,0,"2019/2020"
2746,"D","Dijks","Bologna",13,5.73,5.54,0,0,0,0,0,0,0,5,0,0,"2019/2020"
2747,"D","Paz","Lecce",13,5.54,5.42,0,0,0,0,0,0,1,5,0,0,"2019/2020"
2754,"D","Hancko","Fiorentina",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2769,"D","Magnani","Sassuolo",6,5.67,5.92,1,0,0,0,0,0,0,3,0,0,"2019/2020"
2795,"D","Ter Avest","Udinese",14,5.71,5.68,0,0,0,0,0,0,0,1,0,0,"2019/2020"
2869,"D","Djidji","Torino",13,5.31,5.12,0,0,0,0,0,0,0,1,0,1,"2019/2020"
4331,"D","Ibanez","Roma",9,5.94,5.83,0,0,0,0,0,0,0,2,0,0,"2019/2020"
4374,"D","Walukiewicz","Cagliari",14,5.64,5.61,0,0,0,0,0,0,0,1,0,0,"2019/2020"
4401,"D","Gabbia","Milan",9,5.83,5.78,0,0,0,0,0,0,0,1,0,0,"2019/2020"
4403,"D","Chabot","Sampdoria",8,5.88,6.06,1,0,0,0,0,0,0,1,1,0,"2019/2020"
4414,"D","Denswil","Bologna",25,5.38,5.16,0,0,0,0,0,0,0,5,1,1,"2019/2020"
4442,"D","Cistana","Brescia",21,5.79,5.74,1,0,0,0,0,0,0,6,1,0,"2019/2020"
4492,"D","Balkovec","Verona",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4504,"D","Mangraviti","Brescia",13,5.42,5.35,0,0,0,0,0,0,0,2,0,0,"2019/2020"
4526,"D","Arana","Atalanta",2,6,6,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4925,"D","Carboni","Cagliari",6,5.5,5,0,0,0,0,0,0,0,2,2,0,"2019/2020"
5,"D","Almici","Verona",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
45,"D","Ferrari A.","Sampdoria",12,5.83,5.67,0,0,0,0,0,0,0,4,0,0,"2019/2020"
47,"D","Gastaldello","Brescia",7,5.5,5.43,0,0,0,0,0,0,0,1,0,0,"2019/2020"
144,"D","Tonelli","Sampdoria",9,5.83,5.61,0,0,0,0,0,0,0,4,0,0,"2019/2020"
294,"D","Rugani","Juventus",8,5.31,5.19,0,0,0,0,0,0,0,2,0,0,"2019/2020"
295,"D","Asamoah","Inter",8,6.12,6.19,0,0,0,0,0,0,1,1,0,0,"2019/2020"
358,"D","De Sciglio","Juventus",7,6,5.93,0,0,0,0,0,0,0,1,0,0,"2019/2020"
393,"D","Luperto","Napoli",7,5.64,5.5,0,0,0,0,0,0,0,2,0,0,"2019/2020"
457,"D","Crescenzi","Verona",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
491,"D","Salamon","SPAL",5,5.6,5.5,0,0,0,0,0,0,0,1,0,0,"2019/2020"
493,"D","Zukanovic","SPAL",3,5.67,5.5,0,0,0,0,0,0,0,1,0,0,"2019/2020"
630,"D","Sala","SPAL",14,5.57,5.54,0,0,0,0,0,0,0,1,0,0,"2019/2020"
640,"D","Chiriches","Sassuolo",9,5.61,5.61,0,0,0,0,0,0,0,0,0,0,"2019/2020"
708,"D","Felipe","SPAL",14,5.46,5.32,0,0,0,0,0,0,0,5,0,0,"2019/2020"
805,"D","Fiamozzi","Lecce",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
824,"D","Adjapong","Verona",4,5.5,5.5,0,0,0,0,0,0,0,0,0,0,"2019/2020"
1868,"D","Murru","Sampdoria",27,5.54,5.35,0,0,0,0,0,0,0,4,1,1,"2019/2020"
1876,"D","Pajac","Genoa",10,5.65,5.6,0,0,0,0,0,0,0,1,0,0,"2019/2020"
2129,"D","Simic L","Sampdoria",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2168,"D","Musacchio","Milan",18,5.72,5.56,0,0,0,0,0,0,0,4,1,0,"2019/2020"
2169,"D","Rodriguez R.","Milan",5,5.8,5.8,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2171,"D","Lyanco","Torino",16,5.62,5.34,0,0,0,0,0,0,0,5,0,1,"2019/2020"
2212,"D","Vaisanen","SPAL",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2312,"D","Hristov","Fiorentina",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2664,"D","El Yamiq","Genoa",3,5,4.83,0,0,0,0,0,0,0,1,0,0,"2019/2020"
2724,"D","Buongiorno","Torino",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2752,"D","Rasmussen","Fiorentina",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2772,"D","Durmisi","Lazio",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2783,"D","Bianda","Roma",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2793,"D","Opoku","Udinese",7,5.79,5.57,0,0,0,0,0,0,0,1,1,0,"2019/2020"
2860,"D","Malcuit","Napoli",3,6,6,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4302,"D","Sierralta","Udinese",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4365,"D","Corbo","Bologna",2,4.75,4.5,0,0,0,0,0,0,0,1,0,0,"2019/2020"
4366,"D","Armini","Lazio",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4375,"D","Terzic","Fiorentina",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4378,"D","Ranieri L.","Fiorentina",3,5.5,5.17,0,0,0,0,0,0,0,0,1,0,"2019/2020"
4386,"D","Sala M","Sassuolo",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4391,"D","Casasola","Lazio",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4392,"D","Rizzo N","Genoa",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4397,"D","Vavro","Lazio",9,5.78,5.78,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4398,"D","Benzar","Lecce",3,5.5,5.5,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4406,"D","Tripaldelli","Sassuolo",2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4420,"D","Bocchetti","Verona",5,5.9,5.7,0,0,0,0,0,0,0,2,0,0,"2019/2020"
4432,"D","Okoli","Atalanta",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4438,"D","Cassandro","Bologna",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4443,"D","Curcio","Brescia",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4454,"D","Pinna","Cagliari",1,6.5,6,0,0,0,0,0,0,0,1,0,0,"2019/2020"
4458,"D","Candela","Genoa",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4467,"D","Jorge Silva","Lazio",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4473,"D","Riccardi D","Lecce",1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4480,"D","Minelli","Parma",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4481,"D","Bouah","Roma",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4487,"D","Ferigra","Torino",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4488,"D","Gilli","Torino",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4493,"D","Dawidowicz","Verona",10,5.9,5.9,1,0,0,0,0,0,0,2,2,0,"2019/2020"
4494,"D","Empereur","Verona",11,5.95,5.82,0,0,0,0,0,0,0,3,0,0,"2019/2020"
4496,"D","Vitale L","Verona",1,6,6,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4502,"D","Gallo","Lecce",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4509,"D","Cipriano","Lazio",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4511,"D","Duarte","Milan",5,5.6,5.4,0,0,0,0,0,0,0,2,0,0,"2019/2020"
4519,"D","Cetin","Roma",5,5.8,5.4,0,0,0,0,0,0,0,2,1,0,"2019/2020"
4528,"D","Gasolina Wesley","Juventus",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4881,"D","Czyborra","Atalanta",1,6,6,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4887,"D","Bellanova","Atalanta",1,6,6,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4897,"D","Pirola","Inter",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4917,"D","Prodl","Udinese",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
26,"C","Gomez","Atalanta",36,6.71,7.62,7,0,0,0,0,0,13,2,0,0,"2019/2020"
2085,"C","Luis Alberto","Lazio",36,6.46,7.31,6,0,0,1,1,0,15,5,0,0,"2019/2020"
2833,"C","Kulusevski","Parma",36,6.42,7.43,10,0,0,1,1,0,8,3,0,0,"2019/2020"
65,"C","Mancosu","Lecce",33,6.09,7.2,14,0,0,11,9,2,2,3,0,0,"2019/2020"
2529,"C","Mkhitaryan","Roma",22,6.25,7.59,9,0,0,0,0,0,5,5,0,0,"2019/2020"
2194,"C","Calhanoglu","Milan",35,6.3,7.24,9,0,0,1,1,0,9,6,0,0,"2019/2020"
2002,"C","Chiesa","Fiorentina",34,6.31,7.15,10,0,0,2,1,1,5,7,0,0,"2019/2020"
467,"C","Nainggolan","Cagliari",26,6.4,7.19,6,0,0,0,0,0,5,5,0,0,"2019/2020"
1996,"C","De Paul","Udinese",34,6.29,6.96,7,0,0,0,0,0,5,5,1,0,"2019/2020"
4427,"C","Malinovskyi","Atalanta",32,6.27,6.91,8,0,0,1,0,1,3,5,1,0,"2019/2020"
2077,"C","Pasalic","Atalanta",34,6.15,6.88,9,0,0,0,0,0,3,6,0,1,"2019/2020"
332,"C","Candreva","Inter",30,6.22,6.87,5,0,0,0,0,0,7,5,0,0,"2019/2020"
645,"C","Milinkovic-Savic","Lazio",37,6.19,6.72,7,0,0,0,0,0,3,9,0,0,"2019/2020"
265,"C","Brozovic","Inter",32,6.28,6.58,3,0,0,0,0,0,5,9,0,0,"2019/2020"
644,"C","Pulgar","Fiorentina",35,6.09,6.64,7,0,0,8,7,1,6,9,0,0,"2019/2020"
704,"C","Perisic","Inter",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2205,"C","Berenguer","Torino",27,6.07,6.74,6,0,0,0,0,0,2,4,0,0,"2019/2020"
2215,"C","Veretout","Roma",32,6.28,6.75,6,0,0,5,5,0,0,6,0,0,"2019/2020"
2287,"C","Ramirez","Sampdoria",24,6,6.85,7,0,0,3,3,0,2,5,0,0,"2019/2020"
2409,"C","Ribery","Fiorentina",21,6.5,6.95,3,0,0,0,0,0,3,3,1,0,"2019/2020"
4377,"C","Castrovilli","Fiorentina",33,6.35,6.53,3,0,0,0,0,0,2,10,0,0,"2019/2020"
236,"C","Lazovic","Verona",38,6.2,6.57,3,0,0,0,0,0,7,4,0,0,"2019/2020"
1986,"C","Fofana","Udinese",32,6.19,6.62,3,0,0,0,0,0,7,4,0,0,"2019/2020"
1995,"C","Djuricic","Sassuolo",27,6.15,6.7,5,0,0,0,0,0,3,6,0,0,"2019/2020"
2741,"C","Pessina","Verona",34,6.04,6.56,7,0,0,0,0,0,0,7,0,0,"2019/2020"
2766,"C","Zaniolo","Roma",25,6.16,6.8,6,0,0,0,0,0,2,8,0,0,"2019/2020"
406,"C","Callejon","Napoli",32,5.95,6.52,4,0,0,0,0,0,7,2,0,0,"2019/2020"
469,"C","Pjanic","Juventus",29,6.22,6.53,3,0,0,0,0,0,5,10,0,0,"2019/2020"
234,"C","Kucka","Parma",26,6.02,6.67,6,0,0,2,2,0,2,4,1,0,"2019/2020"
367,"C","Bonaventura","Milan",26,6.12,6.62,3,0,0,0,0,0,5,2,0,0,"2019/2020"
530,"C","Pellegrini Lo.","Roma",27,6.2,6.5,1,0,0,0,0,0,9,6,1,0,"2019/2020"
706,"C","Ansaldi","Torino",26,6.08,6.52,4,0,0,0,0,0,4,9,0,0,"2019/2020"
2011,"C","Miguel Veloso","Verona",34,6.06,6.32,3,0,0,0,0,0,3,6,0,0,"2019/2020"
2625,"C","Soriano","Bologna",29,6.09,6.62,5,0,0,0,0,0,4,3,2,0,"2019/2020"
2857,"C","Traore' Hj.","Sassuolo",28,6.07,6.48,4,0,0,0,0,0,1,3,0,0,"2019/2020"
4514,"C","Nandez","Cagliari",35,6.27,6.33,2,0,0,0,0,0,3,14,0,0,"2019/2020"
237,"C","Perotti","Roma",16,6.03,7,5,0,0,4,4,0,3,3,1,0,"2019/2020"
2065,"C","Praet","Sampdoria",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2556,"C","Eriksen","Inter",13,5.92,6.31,1,0,0,0,0,0,2,0,0,0,"2019/2020"
2775,"C","Ruiz","Napoli",33,5.97,6.39,3,0,0,0,0,0,6,2,0,0,"2019/2020"
152,"C","Zielinski","Napoli",36,5.99,6.18,2,0,0,0,0,0,3,4,0,0,"2019/2020"
632,"C","Zaccagni","Verona",33,6.11,6.36,2,0,0,0,0,0,5,5,0,0,"2019/2020"
788,"C","Freuler","Atalanta",30,6.05,6.23,2,0,0,0,0,0,1,3,0,0,"2019/2020"
2008,"C","Linetty","Sampdoria",28,5.96,6.43,4,0,0,0,0,0,3,4,0,0,"2019/2020"
28,"C","Kurtic","Parma",36,5.92,6.14,4,0,0,0,0,0,1,10,0,0,"2019/2020"
376,"C","Verdi","Torino",32,5.89,6.2,2,0,0,0,0,0,6,4,0,0,"2019/2020"
526,"C","Duncan","Fiorentina",24,6.08,6.44,2,0,0,0,0,0,5,5,0,0,"2019/2020"
827,"C","Locatelli","Sassuolo",33,6.24,6.17,0,0,0,0,0,0,4,9,0,1,"2019/2020"
1850,"C","Kessie'","Milan",35,5.8,6.1,4,0,0,2,2,0,0,3,0,0,"2019/2020"
1978,"C","Sensi","Inter",12,6.29,7.04,3,0,0,0,0,0,1,2,0,0,"2019/2020"
2166,"C","Bentancur","Juventus",29,6.12,6.21,0,0,0,0,0,0,7,9,0,0,"2019/2020"
2200,"C","Douglas Costa","Juventus",18,6.25,6.61,1,0,0,0,0,0,4,1,0,0,"2019/2020"
2263,"C","Lazzari","Lazio",32,6.19,6.16,0,0,0,0,0,0,2,6,0,0,"2019/2020"
2692,"C","Castillejo","Milan",19,6.21,6.61,2,0,0,0,0,0,3,3,0,0,"2019/2020"
4449,"C","Tonali","Brescia",35,6.04,6.2,1,0,0,0,0,0,7,9,0,0,"2019/2020"
4522,"C","Amrabat","Verona",34,6.29,6.21,1,0,0,1,1,0,1,10,2,0,"2019/2020"
22,"C","De Roon","Atalanta",34,5.97,6.06,2,0,0,0,0,0,5,12,0,1,"2019/2020"
697,"C","Cuadrado","Juventus",33,6.05,6.18,2,0,0,0,0,0,3,7,1,0,"2019/2020"
1987,"C","Jankto","Sampdoria",30,6,6.2,2,0,0,0,0,0,4,8,0,0,"2019/2020"
2201,"C","Under","Roma",15,6.13,6.7,3,0,0,0,0,0,0,2,0,0,"2019/2020"
2472,"C","Ramsey","Juventus",22,6.02,6.41,3,0,0,0,0,0,0,2,0,0,"2019/2020"
2779,"C","Kluivert","Roma",21,6.05,6.48,4,0,0,0,0,0,0,4,1,0,"2019/2020"
600,"C","Verre","Verona",30,5.95,6.25,3,0,0,2,2,0,2,4,0,0,"2019/2020"
801,"C","Gagliardini","Inter",24,5.94,6.33,4,0,0,0,0,0,0,5,0,0,"2019/2020"
2488,"C","Moses","Inter",10,6.15,6.4,0,0,0,0,0,0,3,1,0,0,"2019/2020"
4512,"C","Schone","Genoa",32,5.95,6.03,2,0,0,1,0,1,2,5,0,0,"2019/2020"
4524,"C","Sema","Udinese",30,5.95,6.08,2,0,0,0,0,0,1,6,0,0,"2019/2020"
112,"C","Castro","SPAL",21,5.95,6.19,2,0,0,0,0,0,0,2,0,0,"2019/2020"
150,"C","Saponara","Lecce",16,6,6.47,2,0,0,0,0,0,3,3,0,0,"2019/2020"
375,"C","Suso","Milan",16,5.72,5.97,1,0,0,0,0,0,2,2,0,0,"2019/2020"
621,"C","Romulo","Brescia",22,5.8,6,1,0,0,0,0,0,3,3,0,0,"2019/2020"
713,"C","Dzemaili","Bologna",12,5.96,6.21,1,0,0,0,0,0,1,2,0,0,"2019/2020"
1870,"C","Barella","Inter",27,6.07,6.09,1,0,0,0,0,0,3,11,0,0,"2019/2020"
2076,"C","Rog","Cagliari",29,6.1,6.07,1,0,0,0,0,0,1,10,0,0,"2019/2020"
2172,"C","Barak","Lecce",22,5.89,6.18,2,0,0,0,0,0,1,1,0,0,"2019/2020"
2187,"C","Borini","Verona",15,5.97,6.43,3,0,0,1,1,0,0,2,1,0,"2019/2020"
2188,"C","Marusic","Lazio",14,6.14,6.54,2,0,0,0,0,0,1,3,0,0,"2019/2020"
2818,"C","Bennacer","Milan",31,6.03,5.9,1,0,0,0,0,0,0,14,0,0,"2019/2020"
4287,"C","Lobotka","Napoli",13,6.12,6.12,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4423,"C","Hernani","Parma",32,5.98,5.95,0,0,0,0,0,0,4,10,0,0,"2019/2020"
4486,"C","Strefezza","SPAL",32,5.91,5.92,1,0,0,0,0,0,2,7,1,0,"2019/2020"
58,"C","Diawara","Roma",20,6.02,6.08,1,0,0,1,1,0,0,4,0,0,"2019/2020"
172,"C","Borja Valero","Inter",15,6.1,6.4,2,0,0,0,0,0,0,4,0,0,"2019/2020"
179,"C","Petriccione","Lecce",31,5.92,5.85,0,0,0,0,0,0,3,10,0,0,"2019/2020"
238,"C","Rincon","Torino",31,5.87,5.85,1,0,0,0,0,0,2,11,0,0,"2019/2020"
374,"C","Poli","Bologna",27,5.91,6.04,2,0,0,0,0,0,0,5,0,0,"2019/2020"
2274,"C","Valoti","SPAL",25,5.94,6.2,3,0,0,0,0,0,1,7,0,0,"2019/2020"
2306,"C","Matuidi","Juventus",32,5.89,5.89,0,0,0,0,0,0,1,2,0,0,"2019/2020"
2379,"C","Rabiot","Juventus",28,5.91,5.93,1,0,0,0,0,0,1,5,1,0,"2019/2020"
2617,"C","Nzonzi","Roma",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4725,"C","Demme","Napoli",15,5.93,5.93,1,0,0,0,0,0,0,6,0,0,"2019/2020"
4892,"C","Saelemaekers","Milan",12,6,6.08,1,0,0,0,0,0,0,2,1,0,"2019/2020"
21,"C","D'alessandro","SPAL",15,5.87,6.2,2,0,0,0,0,0,0,0,1,0,"2019/2020"
181,"C","Vecino","Inter",18,5.97,6.25,2,0,0,0,0,0,1,4,0,0,"2019/2020"
529,"C","Missiroli","SPAL",34,5.82,5.81,1,0,0,0,0,0,0,7,0,0,"2019/2020"
1857,"C","Di Francesco F.","SPAL",17,5.91,6.15,2,0,0,0,0,0,0,4,0,0,"2019/2020"
2744,"C","Svanberg","Bologna",18,5.94,6.11,1,0,0,0,0,0,1,2,0,0,"2019/2020"
4475,"C","Majer","Lecce",27,5.94,5.96,1,0,0,0,0,0,1,7,0,0,"2019/2020"
4479,"C","Elmas","Napoli",19,5.97,6.03,1,0,0,0,0,0,1,7,0,0,"2019/2020"
4513,"C","Zmrhal","Brescia",17,5.74,6.09,2,0,0,0,0,0,0,0,0,0,"2019/2020"
4869,"C","Dominguez","Bologna",15,5.87,5.9,0,0,0,0,0,0,1,1,0,0,"2019/2020"
333,"C","Cataldi","Lazio",16,6.09,6.22,1,0,0,0,0,0,0,3,0,0,"2019/2020"
342,"C","Parolo","Lazio",28,5.86,5.82,1,0,0,0,0,0,0,8,0,0,"2019/2020"
397,"C","Allan","Napoli",17,5.91,6.26,2,0,0,0,0,0,1,3,0,0,"2019/2020"
430,"C","Brugman","Parma",20,6,5.95,0,0,0,0,0,0,1,5,0,0,"2019/2020"
433,"C","Hiljemark","Genoa",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
669,"C","Donsah","Bologna",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
779,"C","Cristante","Roma",24,5.77,5.81,1,0,0,0,0,0,2,7,1,0,"2019/2020"
813,"C","Balic","Udinese",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
1872,"C","Dessena","Brescia",24,5.71,5.81,2,0,0,0,0,0,0,5,1,0,"2019/2020"
2209,"C","Lucas Leiva","Lazio",25,6.04,5.88,0,0,0,0,0,0,1,8,1,0,"2019/2020"
2391,"C","Ekdal","Sampdoria",30,5.88,5.82,0,0,0,0,0,0,2,8,0,0,"2019/2020"
2742,"C","Valzania","Atalanta",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2802,"C","Barilla'","Parma",25,5.82,5.86,1,0,0,0,0,0,1,6,0,0,"2019/2020"
2804,"C","Scozzarella","Parma",15,6.17,6.3,0,0,0,0,0,0,3,2,0,0,"2019/2020"
4400,"C","Shakhov","Lecce",21,5.74,5.9,1,0,0,0,0,0,2,3,0,0,"2019/2020"
4476,"C","Tabanelli","Lecce",13,5.81,5.88,1,0,0,0,0,0,0,4,0,0,"2019/2020"
4886,"C","Pereiro","Cagliari",8,5.75,5.94,1,0,0,0,0,0,0,3,0,0,"2019/2020"
20,"C","Cigarini","Cagliari",20,6.02,5.98,0,0,0,0,0,0,3,6,1,0,"2019/2020"
27,"C","Grassi","Parma",14,5.93,6,1,0,0,0,0,0,1,6,0,0,"2019/2020"
272,"C","Medel","Bologna",23,5.91,5.65,0,0,0,0,0,0,0,10,1,0,"2019/2020"
405,"C","Valdifiori","SPAL",21,5.79,5.81,0,0,0,0,0,0,3,5,0,0,"2019/2020"
434,"C","Jajalo","Udinese",24,5.94,5.77,0,0,0,0,0,0,0,6,1,0,"2019/2020"
556,"C","Baselli","Torino",16,5.94,5.97,0,0,0,0,0,0,2,3,0,0,"2019/2020"
557,"C","Benassi","Fiorentina",16,5.84,6.09,1,0,0,0,0,0,1,1,0,0,"2019/2020"
627,"C","Ionita","Cagliari",28,5.7,5.66,0,0,0,0,0,0,2,6,0,0,"2019/2020"
631,"C","Viviani","SPAL",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
1933,"C","Mandragora","Udinese",25,5.8,5.84,0,0,0,0,0,0,2,2,0,0,"2019/2020"
2009,"C","Lukic","Torino",27,5.72,5.74,1,0,0,0,0,0,1,5,1,0,"2019/2020"
2078,"C","Joao Mario N.","Inter",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2116,"C","Farago'","Cagliari",19,5.82,5.84,1,0,0,0,0,0,1,3,0,1,"2019/2020"
2193,"C","Gonalons","Roma",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2334,"C","Leris","Sampdoria",13,5.85,6.08,1,0,0,0,0,0,0,0,0,0,"2019/2020"
2659,"C","Dabo","SPAL",16,5.62,5.88,1,0,0,0,0,0,3,4,0,0,"2019/2020"
2780,"C","Coric","Roma",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2854,"C","Bradaric F.","Cagliari",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
4330,"C","Lerager","Genoa",21,5.71,5.79,1,0,0,0,0,0,1,5,0,0,"2019/2020"
4384,"C","Jagiello","Genoa",10,6,6.2,0,0,0,0,0,0,2,0,0,0,"2019/2020"
4435,"C","Colley E.","Atalanta",2,6,6.25,0,0,0,0,0,0,1,1,0,0,"2019/2020"
4445,"C","Bisoli","Brescia",25,5.88,5.92,1,0,0,0,0,0,1,6,0,0,"2019/2020"
4448,"C","Spalek","Brescia",24,5.52,5.71,2,0,0,0,0,0,1,5,0,0,"2019/2020"
173,"C","Capezzi","Sampdoria",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
184,"C","Bernardeschi","Juventus",25,5.5,5.56,1,0,0,0,0,0,1,6,0,0,"2019/2020"
241,"C","Tachtsidis","Lecce",27,5.54,5.48,0,0,0,0,0,0,2,5,1,0,"2019/2020"
338,"C","Lulic","Lazio",20,5.95,5.9,0,0,0,0,0,0,2,6,0,0,"2019/2020"
438,"C","Rigoni L","Parma",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
528,"C","Magnanelli","Sassuolo",17,5.94,5.79,0,0,0,0,0,0,0,5,0,0,"2019/2020"
1858,"C","Krejci","Bologna",14,5.86,6,1,0,0,0,0,0,0,2,0,0,"2019/2020"
1859,"C","Nagy","Bologna",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
2003,"C","Murgia","SPAL",24,5.62,5.6,0,0,0,0,0,0,1,3,0,0,"2019/2020"
2057,"C","Gustafson","Torino",0,0,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
