"id","name","p","d","c","a"
"6398","Isaksen",0,0,0,1
"6434","Yildiz",0,0,0,1
"6435","Krstovic",0,0,0,1
"6207","Almqvist",0,0,0,1
"6580","Swiderski",0,0,0,1
"5637","Davis K.",0,0,0,1
"6250","Maric",0,0,0,1
"2190","Coda M.",0,0,0,1
"6549","Pierotti",0,0,0,1
"6572","Castro S.",0,0,0,1
"6584","Weissman",0,0,0,1
"6214","Cuni",0,0,0,1
"6425","Ikwuemesi",0,0,0,1
"6213","Brenner",0,0,0,1
"5364","Caso",0,0,0,1
"6205","Mulattieri",0,0,0,1
"6243","Borrelli",0,0,0,1
"6395","Shpendi S.",0,0,0,1
"6459","Karlsson",0,0,1,1
"6558","Tavsan",0,0,0,1
"2122","Latte Lath",0,0,0,1
"6011","Ekong",0,0,0,1
"6204","Kvernadze",0,0,0,1
"6242","Bidaoui",0,0,0,1
"6247","Yalcin",0,0,0,1
"6249","Diaw",0,0,0,1
"6418","Burnete",0,0,0,1
"6419","Corfitzen",0,0,0,1
"6427","Stewart",0,0,0,1
"6490","Cruz",0,0,0,1
"6519","Camarda",0,0,0,1
"6530","Ghedjemis",0,0,0,1
"6565","Ankeye",0,0,0,1
"6583","Kabic",0,0,0,1
"2521","De Gea",1,0,0,0
"6641","Suzuki",1,0,0,0
"6966","Butez",1,0,0,0
"6842","Sava",1,0,0,0
"6682","Pizzignacco",1,0,0,0
"6991","Siegrist",1,0,0,0
"6650","Sherri",1,0,0,0
"6651","Chiorra",1,0,0,0
"6417","Furlanetto",1,0,0,0
"2401","Fruchtl",1,0,0,0
"6661","Chichizola",1,0,0,0
"6662","Corvi",1,0,0,0
"5384","Ryan",1,0,0,0
"6671","Grandi",1,0,0,0
"6813","Torriani",1,0,0,0
"6818","Mazza",1,0,0,0
"6824","Marin Re.",1,0,0,0
"6919","Seghetti",1,0,0,0
"6970","Selvik",1,0,0,0
"797","Marcone",1,0,0,0
"7042","Calligaris",1,0,0,0
"7048","De Marzi",1,0,0,0
"5620","Tavares N.",0,1,0,0
"6664","Delprato",0,1,0,0
"5899","Gigot",0,1,0,0
"4734","Miranda J.",0,1,0,0
"6632","Gaspar K.",0,1,0,0
"6672","Idzes",0,1,0,0
"5022","Pavlovic",0,1,0,0
"6956","Solet",0,1,0,0
"6802","Savona",0,1,0,0
"4665","Maripan",0,1,0,0
"2515","Walker",0,1,0,0
"2602","Varane",0,1,0,0
"6642","Coco",0,1,0,0
"4816","Emerson Royal",0,1,0,0
"6887","Leoni",0,1,0,0
"6893","Kempf",0,1,0,0
"6985","Candè",0,1,0,0
"6766","Kelly L.",0,1,0,0
"5435","Moreno Alb.",0,1,0,0
"5626","Guilbert",0,1,0,0
"6892","Schingtienne",0,1,0,0
"5578","Kossounou",0,1,0,0
"6896","Van Der Brempt",0,1,0,0
"6975","Alberto Costa",0,1,0,0
"6986","Rensch",0,1,0,0
"6990","Veiga D.",0,1,0,0
"6867","Valle",0,1,0,0
"6631","Ghilardi",0,1,0,0
"6809","Marianucci",0,1,0,0
"6814","Norton-Cuffy",0,1,0,0
"6826","Dembele' A.",0,1,0,0
"6883","Jean",0,1,0,0
"6957","Valentini N.",0,1,0,0
"7018","Nelsson",0,1,0,0
"6660","Marcandalli",0,1,0,0
"6665","Coulibaly W.",0,1,0,0
"6832","Palestra",0,1,0,0
"2406","Hummels",0,1,0,0
"6916","Ahanor",0,1,0,0
"7014","Smolcic I.",0,1,0,0
"5324","Godfrey",0,1,0,0
"6638","Marin R.",0,1,0,0
"6663","Circati",0,1,0,0
"6647","Dahl",0,1,0,0
"6673","Sverko",0,1,0,0
"6639","Frese",0,1,0,0
"6679","Esteves G.",0,1,0,0
"6820","Sosa B.",0,1,0,0
"4284","Sergi Roberto",0,1,0,0
"6874","Palacios T.",0,1,0,0
"4807","Hermoso",0,1,0,0
"6965","Lovik",0,1,0,0
"6977","Otoa",0,1,0,0
"6978","Lekovic",0,1,0,0
"6989","Tiago Gabriel",0,1,0,0
"6993","Brorsson",0,1,0,0
"6636","Veroli",0,1,0,0
"6654","Iovine",0,1,0,0
"6637","Kovacik",0,1,0,0
"6659","Lucchesi",0,1,0,0
"2203","Di Chiara",0,1,0,0
"6649","Sangare' B.",0,1,0,0
"6284","Okou",0,1,0,0
"6681","Sagrado",0,1,0,0
"6803","Rouhi",0,1,0,0
"6806","Pelmard",0,1,0,0
"6612","Dellavalle",0,1,0,0
"6885","Abdulhamid",0,1,0,0
"6890","Moreno M.",0,1,0,0
"5900","Toure' I.s.",0,1,0,0
"6944","Jack",0,1,0,0
"6992","Oyegoke",0,1,0,0
"7012","Provstgaard",0,1,0,0
"7011","Slotsager",0,1,0,0
"7020","Salah-Eddine",0,1,0,0
"7031","Scott",0,1,0,0
"7045","Luan Patrick",0,1,0,0
"4777","McTominay",0,0,1,0
"6875","Paz N.",0,0,1,0
"5562","Thuram K.",0,0,1,0
"6831","Neres",0,0,1,0
"5589","Kone' M.",0,0,1,0
"6967","Diao",0,0,1,0
"5559","Da Cunha",0,0,1,0
"6884","Conceicao",0,0,1,0
"6889","Anjorin",0,0,1,0
"5036","Caqueret",0,0,1,0
"6629","Dele-Bashiru",0,0,1,0
"6684","Ekkelenkamp",0,0,1,0
"4686","Fofana Y.",0,0,1,0
"6984","Ondrejka",0,0,1,0
"6674","Andersen M.K.",0,0,1,0
"4911","Douglas Luiz",0,0,1,0
"6634","Tete Morente",0,0,1,0
"6666","Bernabe'",0,0,1,0
"6815","Fadera",0,0,1,0
"6994","Perez K.",0,0,1,0
"6904","Yeboah J.",0,0,1,0
"5131","Gilmour",0,0,1,0
"6917","Masini",0,0,1,0
"6683","Doumbia I.",0,0,1,0
"6821","Hainaut",0,0,1,0
"6015","Berisha M.",0,0,1,0
"6151","Perrone",0,0,1,0
"6908","Atta",0,0,1,0
"4677","Cornet",0,0,1,0
"6761","Veiga R.",0,0,1,0
"6680","Karlstrom",0,0,1,0
"6804","Richardson",0,0,1,0
"6900","Rui Modesto",0,0,1,0
"6640","Felici",0,0,1,0
"6633","Pierret",0,0,1,0
"6676","Engelhardt",0,0,1,0
"6898","Keita M.",0,0,1,0
"6980","Venturino",0,0,1,0
"7028","Bernede",0,0,1,0
"6969","Billing",0,0,1,0
"6538","Onana J.",0,0,1,0
"6524","Zeroli",0,0,1,0
"6299","Le Fee",0,0,1,0
"6920","Martins K.",0,0,1,0
"6294","Ndour",0,0,1,0
"7019","Gourna-Douath",0,0,1,0
"6656","Braunoder",0,0,1,0
"6592","Forson O.",0,0,1,0
"6922","Kasa",0,0,1,0
"6963","Condè",0,0,1,0
"5540","Niasse",0,0,1,0
"7052","Perciun",0,0,1,0
"7060","Cacciamani",0,0,1,0
"6655","Bellemo",0,0,1,0
"6645","Marchwinski",0,0,1,0
"6677","Adzic",0,0,1,0
"6678","Liberali",0,0,1,0
"6819","El Haddad",0,0,1,0
"6834","Cassa",0,0,1,0
"6839","Byar",0,0,1,0
"6618","Cisse' A.",0,0,1,0
"6048","Alidou",0,0,1,0
"6872","Manzoni",0,0,1,0
"6897","Kouda",0,0,1,0
"6891","Vos",0,0,1,0
"6903","Hasa",0,0,1,0
"2553","Alli",0,0,1,0
"7025","Cuenca H.",0,0,1,0
"7008","Gimenez",0,0,0,1
"6675","Dovbyk",0,0,0,1
"6646","Adams C.",0,0,0,1
"5951","Kolo Muani",0,0,0,1
"5079","Pohjanpalo",0,0,0,1
"6895","Dominguez B.",0,0,0,1
"6669","Bonny",0,0,0,1
"6801","Tengstedt",0,0,0,1
"6630","Mosquera",0,0,0,1
"6159","Sarr A.",0,0,0,1
"6643","Dallinga",0,0,0,1
"6833","Mbangula",0,0,0,1
"4811","Joao Felix",0,0,0,1
"7017","Douvikas",0,0,0,1
"6653","Bravo",0,0,0,1
"7016","Coman F.",0,0,0,1
"7022","Fila",0,0,0,1
"7023","Pellegrino M.",0,0,0,1
"6628","Taremi",0,0,0,1
"6822","Ekhator",0,0,0,1
"6670","Charpentier",0,0,0,1
"6644","Rocha Livramento",0,0,0,1
"1842","Pierini",0,0,0,1
"6914","Haj Mohamed",0,0,0,1
"7001","N'Dri",0,0,0,1
"7002","Ganvoula",0,0,0,1
"6598","Mutandwa",0,0,0,1
"6657","Gabrielloni",0,0,0,1
"6667","Benedyczak",0,0,0,1
"6668","Partipilo",0,0,0,1
"6912","Vlahovic V.",0,0,0,1
"6913","Lambourde",0,0,0,1
"6648","Jasim",0,0,0,1
"6658","Gioacchini",0,0,0,1
"6603","Joao Costa",0,0,0,1
"6635","Pizarro",0,0,0,1
"6827","Njie",0,0,0,1
"6910","Kowalski",0,0,0,1
"7015","Pedrola",0,0,0,1
"7026","Salama",0,0,0,1
"7027","Azon",0,0,0,1
