"id","name","p","d","c","a"
"241","Tachtsidis",0,0,1,0
"2057","Gustafson",0,0,1,0
"2392","Walace",0,0,1,0
"4228","Ghezzal",0,0,1,0
"4404","Thorsby",0,0,1,0
"4424","Jony",0,0,1,0
"4474","Haye",0,0,1,0
"4880","Bjarnason",0,0,1,0
"4890","Tameze",0,0,1,0
"4385","Lazaro",0,1,1,0
"4390","Anderson D.",0,0,1,0
"4393","Schouten",0,0,1,0
"4405","Maroni",0,0,1,0
"4447","Ndoj",0,0,1,0
"4459","Rovella",0,0,1,0
"4501","Obiang",0,0,1,0
"4515","Agudelo",0,0,1,0
"4885","Villar",0,0,1,0
"4896","Maldini",0,0,1,0
"4921","Askildsen",0,0,1,0
"2106","Morosini",0,0,1,0
"2157","Biancu",0,0,1,0
"2389","Imbula",0,0,1,0
"2726","Danzi",0,0,1,0
"4362","Beloko",0,0,1,0
"4364","Gaetano",0,0,1,0
"4370","Portanova",0,0,1,0
"4376","Zurkowski",0,0,1,0
"4383","Zennaro",0,0,1,0
"4389","Anderson A.",0,0,1,0
"4411","Agoume",0,0,1,0
"4450","Tremolada",0,0,1,0
"4451","Viviani M.",0,0,1,0
"4460","Schafer",0,0,1,0
"4465","Fagioli",0,0,1,0
"4490","De Angelis",0,0,1,0
"4498","Henderson L.",0,0,1,0
"4499","Lucas Felippe",0,0,1,0
"4506","Lakti",0,0,1,0
"4868","Tunjov",0,0,1,0
"4882","Eriksson",0,0,1,0
"2531","Lukaku",0,0,0,1
"2530","Ibrahimovic",0,0,0,1
"186","Rebic",0,0,0,1
"2475","Sanchez",0,0,0,1
"4453","Torregrossa",0,0,0,1
"658","Falco",0,0,0,1
"4510","Rafael Leao",0,0,0,1
"505","Bonazzoli",0,0,0,1
"4500","Di Carmine",0,0,0,1
"4452","Donnarumma Al.",0,0,0,1
"4371","Raspadori",0,0,0,1
"311","Llorente",0,0,0,1
"4477","La Mantia",0,0,0,1
"4517","Lozano",0,0,0,1
"4884","Carles Perez",0,0,1,1
"4894","Haraslin",0,0,1,1
"696","Balotelli",0,0,0,1
"1943","Nestorovski",0,0,0,1
"4368","Juwara",0,0,0,1
"4430","Cristo",0,0,0,1
"2324","Lee",0,0,0,1
"4455","Ragatzu",0,0,0,1
"636","Pazzini",0,0,0,1
"4381","Gumus",0,0,0,1
"4388","Adekanye",0,0,0,1
"4415","Skov Olsen",0,0,1,1
"92","Matos",0,0,0,1
"281","Puscas",0,0,0,1
"4413","Aye'",0,0,0,1
"4879","Skrabb",0,0,0,1
"767","Tupta",0,0,0,1
"2048","Lo Faso",0,0,0,1
"2657","Antonucci",0,0,0,1
"4387","Adorante",0,0,0,1
"4436","Cambiaghi",0,0,0,1
"4463","Esposito",0,0,0,1
"4464","Merola",0,0,0,1
"4483","Cangiano",0,0,0,1
"4489","Rauti",0,0,0,1
"4507","Tutino",0,0,0,1
"4508","Bahlouli",0,0,0,1
"4527","Pedro G.",0,0,0,1
"4862","Diallo Am.",0,0,0,1
"4865","Cleonise",0,0,0,1
"4923","Colombo",0,0,0,1
"4940","Gagliano",0,0,0,1
"4964","Vicario",1,0,0,0
"4957","Montipo'",1,0,0,0
"4996","Pandur",1,0,0,0
"1890","Festa",1,0,0,0
"5289","Crespi",1,0,0,0
"1889","Cordaz",1,0,0,0
"5005","Zoet",1,0,0,0
"5320","Paleari",1,0,0,0
"160","Tatarusanu",1,0,0,0
"1921","Zima L.",1,0,0,0
"2722","Ravaglia F.",1,0,0,0
"4431","Carnesecchi",1,0,0,0
"4955","Gori P.",1,0,0,0
"4956","Manfredini",1,0,0,0
"4977","Ravaglia",1,0,0,0
"4980","Desjardins",1,0,0,0
"4981","Krapikas",1,0,0,0
"5304","Boer",1,0,0,0
"5306","Alia",1,0,0,0
"5333","Gasparini",1,0,0,0
"5338","Rinaldi",1,0,0,0
"5345","Farelli",1,0,0,0
"4160","Hakimi",0,1,0,0
"4751","Tomori",0,1,0,0
"4998","Molina N.",0,1,0,0
"74","Letizia",0,1,0,0
"5332","Bastoni S.",0,1,0,0
"4242","Dalot",0,1,0,0
"4461","Zappa",0,1,0,0
"4982","Erlic",0,1,0,0
"4994","Vojvoda",0,1,0,0
"5375","Maehle",0,1,0,0
"4958","Caldirola",0,1,0,0
"5010","Ismajli",0,1,0,0
"548","Glik",0,1,0,0
"2252","Marchizza",0,1,0,0
"5323","Martinez Quarta",0,1,0,0
"425","Terzi",0,1,0,0
"4967","Golemic",0,1,0,0
"4999","Ouwejan",0,1,0,0
"5000","Magallan",0,1,0,0
"454","Capradossi",0,1,0,0
"2143","Cuomo",0,1,0,0
"4934","Lovato",0,1,0,0
"4960","Tuia",0,1,0,0
"4976","Kalulu",0,1,0,0
"4983","Ferrer",0,1,0,0
"4985","Vignali",0,1,0,0
"5307","Valenti",0,1,0,0
"5326","Busi",0,1,0,0
"4959","Foulon",0,1,0,0
"4966","Gigliotti",0,1,0,0
"4979","Ayhan",0,1,0,0
"4984","Ramos",0,1,0,0
"5293","Mojica",0,1,0,0
"5327","Osorio",0,1,0,0
"5353","Balogh",0,1,0,0
"5355","Udogie",0,1,0,0
"5376","Pastina",0,1,0,0
"5377","Ricci G.",0,1,0,0
"5381","Dierckx",0,1,0,0
"5385","Zagaritis",0,1,0,0
"5398","Reynolds",0,1,0,0
"5399","Antov",0,1,0,0
"324","Hoedt",0,1,0,0
"394","Maggio",0,1,0,0
"514","Antei",0,1,0,0
"1950","Mazzotta",0,1,0,0
"4946","Frabotta",0,1,0,0
"4950","Dalle Mura",0,1,0,0
"4961","Volta",0,1,0,0
"4972","Vagiannidis",0,1,0,0
"4997","Ruegg",0,1,0,0
"5006","Piccini",0,1,0,0
"5300","Hickey",0,1,0,0
"5316","Amione",0,1,0,0
"5354","Ruggeri",0,1,0,0
"5365","Dragusin",0,1,0,0
"5379","Onguene'",0,1,0,0
"5406","Di Pardo",0,1,0,0
"5408","Ghislandi",0,1,0,0
"5424","Amey",0,1,0,0
"440","Viola",0,0,1,0
"302","Pereyra",0,0,1,0
"4973","Mckennie",0,0,1,0
"5001","Miranchuk",0,0,1,0
"4825","Diaz B.",0,0,1,0
"4988","Maggiore",0,0,1,0
"5298","Pobega",0,0,1,0
"4965","Marin",0,0,1,0
"4978","Damsgaard",0,0,1,0
"5007","Ilic",0,0,1,0
"2414","Vidal",0,0,1,0
"1851","Molina S.",0,0,1,0
"4681","Lopez M.",0,0,1,0
"4990","Ricci M.",0,0,1,0
"5287","Arslan",0,0,1,0
"4285","Arthur",0,0,1,0
"2316","Zanellato",0,0,1,0
"2703","Adrien Silva",0,0,1,0
"4249","Pereira A.",0,0,1,0
"5290","Estevez",0,0,1,0
"5312","Leo' Sena",0,0,1,0
"5002","Vulic",0,0,1,0
"5286","Akpa Akpro",0,0,1,0
"5317","Brunetta",0,0,1,0
"428","Benali",0,0,1,0
"772","Kragl",0,0,1,0
"1915","Tello",0,0,1,0
"2121","Melegoni",0,0,1,0
"5328","Gojak",0,0,1,0
"4975","Escalante",0,0,1,0
"4987","Bartolomei",0,0,1,0
"5319","Sohm",0,0,1,0
"5329","Makengo",0,0,1,0
"5420","Darboe",0,0,1,0
"4995","Segre",0,0,1,0
"5008","Eduardo Henrique",0,0,1,0
"5318","Tramoni M.",0,0,1,0
"5346","Rojas",0,0,1,0
"5397","Kovalenko",0,0,1,0
"5422","Zalewski",0,0,1,0
"2244","Del Pinto",0,0,1,0
"2264","Mora",0,0,1,0
"2286","Crociata",0,0,1,0
"2357","Cyprien",0,0,1,0
"2733","Sanogo",0,0,1,0
"4919","Baldursson",0,0,1,0
"4935","Ladinetti",0,0,1,0
"4953","Palumbo",0,0,1,0
"4968","Gomelt",0,0,1,0
"4969","Mustacchio",0,0,1,0
"4986","Acampora",0,0,1,0
"4989","Mastinu",0,0,1,0
"5331","Basit",0,0,1,0
"5341","Eyango",0,0,1,0
"5421","Camara D.",0,0,1,0
"5423","Bove",0,0,1,0
"5425","Urbanski",0,0,1,0
"5438","Kosznovszky",0,0,1,0
"5443","Diambo",0,0,1,0
"1997","Simy",0,0,0,1
"4661","Osimhen",0,0,0,1
"313","Morata",0,0,0,1
"5233","Mayoral",0,0,0,1
"5336","Nzola",0,0,0,1
"4970","Messias",0,0,1,1
"5311","Shomurodov",0,0,0,1
"4992","Gyasi",0,0,1,1
"2489","Pedro",0,0,0,1
"5322","Mihaila",0,0,0,1
"4963","Insigne R.",0,0,0,1
"5394","Gaich",0,0,0,1
"5393","Man",0,0,1,1
"5401","Pelle'",0,0,0,1
"5004","Forestieri",0,0,0,1
"5292","Lammers",0,0,0,1
"5012","Muriqi",0,0,0,1
"5310","Hauge",0,0,0,1
"2119","Deulofeu",0,0,0,1
"4962","Improta",0,0,0,1
"5009","Riviere",0,0,0,1
"5395","Braaf",0,0,0,1
"5086","Zirkzee",0,0,0,1
"5391","Kokorin",0,0,0,1
"5003","Kargbo",0,0,0,1
"5352","Di Serio",0,0,0,1
"5415","Traore' C.",0,0,0,1
"5439","Kallon",0,0,0,1
"4938","Moro",0,0,0,1
"4991","Gudjohnsen",0,0,0,1
"5011","Dragus",0,0,0,1
"5013","Asoro",0,0,0,1
"5060","Ake' M.",0,0,0,1
"5297","Luvumbo",0,0,0,1
"5303","Males",0,0,0,1
"5361","Rabbi",0,0,0,1
"5378","Oddei",0,0,0,1
"5414","Karamoko Is.",0,0,0,1
"5419","Correia",0,0,0,1
"5436","Raimondo",0,0,0,1
"4312","Maignan",1,0,0,0
"4270","Rui Patricio",1,0,0,0
"5478","Maenpaa",1,0,0,0
"5528","Zovko",1,0,0,0
"158","Lezzerini",1,0,0,0
"481","Brignoli",1,0,0,0
"1947","Fiorillo",1,0,0,0
"2628","Romero S.",1,0,0,0
"5448","Furlan",1,0,0,0
"5502","Adamonis",1,0,0,0
"5518","Marfella",1,0,0,0
"5521","Bertinato",1,0,0,0
"5682","Molla",1,0,0,0
"5704","Russo",1,0,0,0
"5707","Piana",1,0,0,0
"5713","Neri",1,0,0,0
"5513","Dumfries",0,1,0,0
"4904","Mari'",0,1,0,0
"5675","Theate",0,1,0,0
"5526","Scalvini",0,1,0,0
"5479","Ceccaroni",0,1,0,0
"5514","Vasquez",0,1,0,0
"5520","Cambiaso",0,1,0,0
"5447","Altare",0,1,0,0
"5449","Parisi",0,1,0,0
"5481","Mazzocchi",0,1,0,0
"5695","Haps",0,1,0,0
"2614","Odriozola",0,1,0,0
"4433","Zortea",0,1,0,0
"5450","Stojanovic",0,1,0,0
"5498","Casale",0,1,0,0
"5686","Soppy",0,1,0,0
"5748","Hefti",0,1,0,0
"4185","Maitland-Niles",0,1,0,0
"4719","Ampadu",0,1,0,0
"5475","Amian",0,1,0,0
"5693","Kiwior",0,1,0,0
"5750","Ostigard",0,1,0,0
"660","Gyomber",0,1,0,0
"4775","Tuanzebe",0,1,0,0
"5509","Vina",0,1,0,0
"5677","Perez N.",0,1,0,0
"5691","Zima",0,1,0,0
"5718","Viti",0,1,0,0
"5480","Ebuehi",0,1,0,0
"5484","Svoboda",0,1,0,0
"5527","Zanoli",0,1,0,0
"5804","Cacace",0,1,0,0
"758","Mantovani",0,1,0,0
"2206","Felicioli",0,1,0,0
"2328","Vanheusden",0,1,0,0
"2453","Nastasic",0,1,0,0
"2668","Retsos",0,1,0,0
"5445","Binks",0,1,0,0
"5456","Ferrarini",0,1,0,0
"5461","Kamenovic",0,1,0,0
"5463","Aya",0,1,0,0
"5464","Bogdan",0,1,0,0
"5466","Strandberg",0,1,0,0
"5482","Modolo",0,1,0,0
"5503","Kechrida",0,1,0,0
"5524","Serpe",0,1,0,0
"5678","Holm",0,1,0,0
"5747","Ruan",0,1,0,0
"5764","Coppola D.",0,1,0,0
"5793","Kasius",0,1,0,0
"2115","Delli Carri",0,1,0,0
"4758","Benkovic",0,1,0,0
"4932","Ballarini",0,1,0,0
"5017","Ballo-Toure'",0,1,0,0
"5465","Sy",0,1,0,0
"5473","Kaique Rocha",0,1,0,0
"5483","Schnegg",0,1,0,0
"5701","Obert",0,1,0,0
"5739","De Winter",0,1,0,0
"5773","Ullmann",0,1,0,0
"5820","Bertola",0,1,0,0
"5451","Bajrami",0,0,1,0
"335","Felipe Anderson",0,0,1,0
"1980","Aramu",0,0,1,0
"5685","Koopmeiners",0,0,1,0
"1972","Torreira",0,0,1,0
"5119","Samardzic",0,0,1,0
"4658","Ikone'",0,0,1,0
"5759","Oliveira",0,0,1,0
"2432","Zakaria",0,0,1,0
"5457","Maleh",0,0,1,0
"5486","Crnigoj",0,0,1,0
"4220","Zambo Anguissa",0,0,1,0
"4693","Amiri",0,0,1,0
"5788","Sabiri",0,0,1,0
"5792","Ederson D.s.",0,0,1,0
"2253","Bandinelli",0,0,1,0
"5719","Asllani",0,0,1,0
"5800","Gudmundsson A.",0,0,1,1
"2117","Kastanos",0,0,1,0
"5453","Ricci S.",0,0,1,0
"5504","Coulibaly L.",0,0,1,0
"5507","Busio",0,0,1,0
"5791","Frendrup",0,0,1,0
"4701","Cuisance",0,0,1,0
"5490","Peretz",0,0,1,0
"5499","Hongla",0,0,1,0
"5511","Matheus Henrique",0,0,1,0
"5674","Basic",0,0,1,0
"5784","Aebischer",0,0,1,0
"5798","Bohinen",0,0,1,0
"5470","Schiavone",0,0,1,0
"5488","Fiordilino",0,0,1,0
"5491","Taugourdeau",0,0,1,0
"5508","Vacca",0,0,1,0
"5705","Galdames",0,0,1,0
"2161","Haas",0,0,1,0
"5462","Ciervo",0,0,1,0
"5468","Cavion",0,0,1,0
"5813","Miretti",0,0,1,0
"5487","Heymans",0,0,1,0
"5492","Tessmann",0,0,1,0
"5501","Sigurdsson A.",0,0,1,0
"5510","Romero L.",0,0,1,0
"5688","Harroui",0,0,1,0
"5722","Nguiamba",0,0,1,0
"5444","Cortinovis",0,0,1,0
"5452","Damiani",0,0,1,0
"5467","Boultam",0,0,1,0
"5469","Di Tacchio",0,0,1,0
"5476","Kornvig",0,0,1,0
"5485","Bjarkason",0,0,1,0
"5489","Pecile",0,0,1,0
"5516","Bianco",0,0,1,0
"5517","Yepes",0,0,1,0
"5519","Sher",0,0,1,0
"5684","Toure' A.",0,0,1,0
"5689","Ihattaren",0,0,1,0
"5725","Kone B.",0,0,1,0
"5735","Volpato",0,0,1,0
"5789","Praszelik",0,0,1,0
"2544","Abraham",0,0,0,1
"4200","Giroud",0,0,0,1
"4268","Arnautovic",0,0,0,1
"4179","Gonzalez N.",0,0,0,1
"4184","Brekalo",0,0,0,1
"5694","Beto",0,0,0,1
"5786","Cabral",0,0,0,1
"5676","Success",0,0,0,1
"5529","Henry",0,0,0,1
"5471","Djuric",0,0,0,1
"5515","Okereke",0,0,0,1
"649","Manaj",0,0,0,1
"5797","Nsame",0,0,0,1
"5755","Yeboah",0,0,0,1
"2323","Nani",0,0,0,1
"5714","Gondo",0,0,0,1
"5796","Supryaga",0,0,0,1
"5801","Mousset",0,0,0,1
"5496","Johnsen",0,0,0,1
"5807","Jovane",0,0,0,1
"2103","Pellegri",0,0,0,1
"5454","Mancuso",0,0,0,1
"5808","Giovinco",0,0,0,1
"5494","Di Mariano",0,0,0,1
"5500","Cancellieri",0,0,0,1
"5506","Ekuban",0,0,0,1
"5523","Bianchi F.",0,0,0,1
"5673","Antiste",0,0,0,1
"5802","Mikael",0,0,0,1
"5495","Forte",0,0,0,1
"5728","Afena-Gyan",0,0,0,1
"5360","Vergani",0,0,0,1
"5460","Satriano",0,0,0,1
"5477","Warming",0,0,0,1
"5525","Galazzi",0,0,0,1
"5690","Strelec",0,0,0,1
"5716","Podgoreanu",0,0,0,1
"5776","Ceide",0,0,1,1
"5806","Seck",0,0,0,1
"5814","Cisse' M.",0,0,0,1
"2654","Ceter",0,0,0,1
"4936","Manzari",0,0,0,1
"5446","Van Hooijdonk",0,0,0,1
"5455","Moreo",0,0,0,1
"5458","Munteanu",0,0,0,1
"5459","Buksa",0,0,0,1
"5472","Kristoffersen",0,0,0,1
"5493","Bocalon",0,0,0,1
"5505","Kaio Jorge",0,0,0,1
"5512","De Luca",0,0,0,1
"5785","Lazetic",0,0,0,1
"5876","Di Gregorio",1,0,0,0
"5830","Onana",1,0,0,0
"6120","Ochoa",1,0,0,0
"5841","Svilar",1,0,0,0
"6135","Turk",1,0,0,0
"217","Lamanna",1,0,0,0
"511","Perilli",1,0,0,0
"5822","Bagnolini",1,0,0,0
"5832","Luis Maximiano",1,0,0,0
"5853","Sorrentino A.",1,0,0,0
"5887","Ciezkowski",1,0,0,0
"5889","Micai",1,0,0,0
"5890","Chiesa M.",1,0,0,0
"6029","Saro",1,0,0,0
"6125","Vasquez D.",1,0,0,0
"6184","Martinelli T.",1,0,0,0
"5877","Carlos Augusto",0,1,0,0
"6066","Posch",0,1,0,0
"5892","Kim",0,1,0,0
"5862","Valeri",0,1,0,0
"5851","Doig",0,1,0,0
"5835","Baschirotto",0,1,0,0
"6041","Schuurs",0,1,0,0
"5840","Olivera",0,1,0,0
"5847","Bijol",0,1,0,0
"5885","Dodo'",0,1,0,0
"49","Masina",0,1,0,0
"5239","Llorente D.",0,1,0,0
"5867","Gendrey",0,1,0,0
"6046","Hien",0,1,0,0
"2583","Umtiti",0,1,0,0
"5532","Bradaric",0,1,0,0
"6027","Lochoshvili",0,1,0,0
"6047","Ehizibue",0,1,0,0
"6055","Thiaw",0,1,0,0
"5831","Gatti",0,1,0,0
"5838","Birindelli",0,1,0,0
"5848","Ebosele",0,1,0,0
"5856","Sambia",0,1,0,0
"6042","Lucumi'",0,1,0,0
"4657","Celik",0,1,0,0
"5554","Daniliuc",0,1,0,0
"6002","Aiwu",0,1,0,0
"6153","Wisniewski",0,1,0,0
"612","Bianchetti",0,1,0,0
"1898","Sampirisi",0,1,0,0
"5860","Ravanelli",0,1,0,0
"5891","Quagliata",0,1,0,0
"6021","Abankwah",0,1,0,0
"6023","Guessand A.",0,1,0,0
"6039","Cabal",0,1,0,0
"52","Oikonomou",0,1,0,0
"5313","Dest",0,1,0,0
"5603","Pongracic",0,1,0,0
"5833","Gila",0,1,0,0
"5846","Bayeye",0,1,0,0
"6013","Barbieri",0,1,0,0
"6028","Bronn",0,1,0,0
"6064","Hendry",0,1,0,0
"360","Paletta",0,1,0,0
"4870","Adopo",0,1,1,0
"5740","Zanotti",0,1,0,0
"5762","Motoc",0,1,0,0
"5849","Buta",0,1,0,0
"5859","Ndiaye",0,1,0,0
"5861","Fiordaliso",0,1,0,0
"5994","Ebosse",0,1,0,0
"6043","Sosa",0,1,0,0
"6056","Guarino",0,1,0,0
"6118","Moutinho J.",0,1,0,0
"6139","Zeefuik",0,1,0,0
"6149","Carboni F.",0,1,0,0
"5839","Kvaratskhelia",0,0,1,1
"5687","Vlasic",0,0,1,0
"5858","Ferguson",0,0,1,0
"5880","Ciurria",0,0,1,0
"5850","Lovric",0,0,1,0
"5823","Baldanzi",0,0,1,0
"4711","Kostic",0,0,1,0
"5878","Colpani",0,0,1,0
"2528","Matic",0,0,1,0
"2638","Wijnaldum",0,0,1,0
"5063","Radonjic",0,0,1,0
"6054","Moro N.",0,0,1,0
"303","Pogba",0,0,1,0
"6061","Oudin",0,0,1,0
"5870","Hjulmand",0,0,1,0
"5995","De Ketelaere",0,0,1,1
"6025","Vilhena",0,0,1,0
"6112","Iling Junior",0,0,1,0
"5844","Thorstvedt",0,0,1,0
"5869","Blin",0,0,1,0
"4178","Ascacibar",0,0,1,0
"5863","Castagnetti",0,0,1,0
"5999","Gonzalez J.",0,0,1,0
"4342","Duda",0,0,1,0
"4408","Esposito Sa.",0,0,1,0
"5812","Terracciano F.",0,1,1,0
"5834","Marcos Antonio",0,0,1,0
"5884","Ranocchia F.",0,0,1,0
"6033","Normann",0,0,1,0
"468","Paredes",0,0,1,0
"4260","Winks",0,0,1,0
"5879","Vignato S.",0,0,1,0
"6010","Fazzini",0,0,1,0
"4143","Ndombele'",0,0,1,0
"5857","Pickel",0,0,1,0
"5886","Bistrovic",0,0,1,0
"6117","Tahirovic",0,0,1,0
"5772","Pyyhtia",0,0,1,0
"6024","Sulemana I.",0,0,1,0
"6058","Camara Ma.",0,0,1,0
"6162","Abildgaard",0,0,1,0
"5998","Zerbin",0,0,1,0
"6005","Ilkhan",0,0,1,0
"6131","Paoletti",0,0,1,0
"6142","Cipot",0,0,1,0
"6157","Malagrida",0,0,1,0
"694","Baez",0,0,1,0
"1901","Barberis",0,0,1,0
"4943","Horvath",0,0,1,0
"5442","Bertini",0,0,1,0
"5610","Vranckx",0,0,1,0
"5810","Trimboli",0,0,1,0
"5824","Pafundi",0,0,1,0
"5829","Milanese",0,0,1,0
"5855","Tenkorang",0,0,1,0
"5868","Bjorkengren",0,0,1,0
"5872","Helgason",0,0,1,0
"5873","Listkowski",0,0,1,0
"5875","Adli",0,0,1,0
"5888","Casadei",0,0,1,0
"5947","Hrustic",0,0,1,0
"5992","Bondo",0,0,1,0
"5996","Samek",0,0,1,0
"6009","Degli Innocenti",0,0,1,0
"6012","Acella",0,0,1,0
"6017","Tripi",0,0,1,0
"6019","D'andrea",0,0,1,0
"6020","Ellertsson",0,0,1,0
"6057","Garbett",0,0,1,0
"6106","Carboni V.",0,0,1,0
"6168","Faticanti",0,0,1,0
"6170","Gineitis",0,0,1,0
"6175","Barrenechea",0,0,1,0
"4730","Lookman",0,0,0,1
"5672","Dia",0,0,0,1
"6060","Lauriente'",0,0,0,1
"6052","Hojlund",0,0,0,1
"2382","Di Maria",0,0,0,1
"5836","Ceesay",0,0,0,1
"5882","Mota",0,0,0,1
"6026","Dessers",0,0,0,1
"2369","Thauvin",0,0,0,1
"2438","Jovic",0,0,0,1
"5854","Tsadjout",0,0,0,1
"6001","Banda",0,0,0,1
"6119","Solbakken",0,0,0,1
"5842","Botheim",0,0,0,1
"2466","Origi",0,0,0,1
"5071","Jese'",0,0,0,1
"5734","Soule'",0,0,0,1
"5864","Buonaiuto",0,0,0,1
"6145","Ngonge",0,0,0,1
"5845","Alvarez A.",0,0,0,1
"5881","Gytkjaer",0,0,0,1
"5843","Valencia D.",0,0,0,1
"5865","Strizzolo",0,0,0,1
"5837","Voelkerling Persson",0,0,0,1
"5874","Rodriguez P.",0,0,0,1
"6063","Sanca",0,0,0,1
"6113","Montevago",0,0,0,1
"6143","Krollis",0,0,0,1
"6160","Vivaldo",0,0,0,1
"6172","Vorlicky",0,0,0,1
"2428","Sommer",1,0,0,0
"4360","Caprile",1,0,0,0
"5116","Martinez Jo.",1,0,0,0
"6462","Okoye",1,0,0,0
"6482","Mandas",1,0,0,0
"1926","Di Gennaro",1,0,0,0
"188","Leali",1,0,0,0
"219","Sommariva",1,0,0,0
"2338","Costil",1,0,0,0
"6210","Popa",1,0,0,0
"6234","Stubljar",1,0,0,0
"6248","Stankovic F.",1,0,0,0
"6255","Gori",1,0,0,0
"6403","Christensen O.",1,0,0,0
"6406","Borbei",1,0,0,0
"6415","Palmisani",1,0,0,0
"6505","Nava",1,0,0,0
"6509","Gasperini T.",1,0,0,0
"6523","Samooja",1,0,0,0
"6569","Stolz",1,0,0,0
"6217","Bisseck",0,1,0,0
"4210","Mina",0,1,0,0
"4177","Pavard",0,1,0,0
"5555","Kamara H.",0,1,0,0
"6235","Kayode",0,1,0,0
"2640","Kolasinac",0,1,0,0
"4772","Angelino",0,1,0,0
"6148","Kristiansen",0,1,0,0
"6202","Beukema",0,1,0,0
"6230","Dossena",0,1,0,0
"4952","Monterisi",0,1,0,0
"5982","Spence",0,1,0,0
"6257","Dorgu",0,1,0,0
"2593","Martin",0,1,0,0
"4317","N'Dicka",0,1,0,0
"5067","Bakker",0,1,0,0
"6245","Vogliacco",0,1,0,0
"6432","Pierozzi",0,1,0,0
"6485","Kristensen T.",0,1,0,0
"2405","Boateng J.",0,1,0,0
"6211","Zemura",0,1,0,0
"6433","Huijsen",0,1,0,0
"4802","Vinagre",0,1,0,0
"6231","Azzi",0,1,0,0
"6256","Ferreira J.",0,1,0,0
"6576","Centonze",0,1,0,0
"6189","Missori",0,1,0,0
"6220","Kristensen",0,1,0,0
"6426","Pedersen",0,1,0,0
"4263","Kabasele",0,1,0,0
"5533","Djalo'",0,1,0,0
"5757","Cittadini",0,1,0,0
"6238","Oyono",0,1,0,0
"6244","Matturro",0,1,0,0
"6401","Gonzalez F.",0,1,0,0
"6438","Hatzidiakos",0,1,0,0
"6444","Bonfanti",0,1,0,0
"6460","Pellegrino",0,1,0,0
"6464","Wieteska",0,1,0,0
"6465","Touba",0,1,0,0
"6496","Bartesaghi",0,1,0,0
"6533","Giannetti L.",0,1,0,0
"6574","Pasalidis",0,1,0,0
"6208","Flamingo",0,1,0,0
"6223","Smajlovic",0,1,0,0
"6237","Szyminski",0,1,0,0
"6239","Klitten",0,1,0,0
"6253","N'Guessan",0,1,0,0
"6396","Natan",0,1,0,0
"6407","Corazza",0,1,0,0
"6411","Mateus Lusuardi",0,1,0,0
"6430","Kalaj",0,1,0,0
"6474","Sazonov",0,1,0,0
"6495","Comuzzo",0,1,0,0
"6521","Simic J.",0,1,0,0
"6531","Jimenez A.",0,1,0,0
"6537","Goglichidze",0,1,0,0
"6551","Ilic M.",0,1,0,0
"2423","Pulisic",0,0,1,0
"6206","Fabbian",0,0,1,0
"4199","Loftus-Cheek",0,0,1,0
"4947","Brescianini",0,0,1,0
"5919","Tchaouna",0,0,1,0
"6224","Reijnders",0,0,1,0
"6486","Suslov",0,0,1,0
"6252","Folorunsho",0,0,1,0
"4186","Guendouzi",0,0,1,0
"6573","Alcaraz",0,0,1,0
"4142","Aouar",0,0,1,0
"6218","Oristanio",0,0,1,0
"4856","Chukwueze",0,0,1,0
"5564","Ndoye",0,0,1,0
"6225","El Azzouzi",0,0,1,0
"5948","Kamada",0,0,1,0
"6212","Zarraga",0,0,1,0
"6458","Serdar",0,0,1,0
"5093","Reinier",0,0,1,0
"5267","Racic",0,0,1,0
"6424","Prati",0,0,1,0
"6481","Payero",0,0,1,0
"6219","Boloca",0,0,1,0
"6532","Buchanan",0,0,1,0
"6579","Mitrovic S.",0,0,1,0
"4662","Weah",0,0,1,0
"5295","Musah",0,0,1,0
"6222","Rafia",0,0,1,0
"6394","Ramadani",0,0,1,0
"6480","Tchatchoua",0,1,1,0
"2543","Renato Sanches",0,0,1,0
"6216","Mboula",0,0,1,0
"6232","Makoumbou",0,0,1,0
"6241","Gelli",0,0,1,0
"6402","Cajuste",0,0,1,0
"6423","Legowski",0,0,1,0
"6479","Kutlu",0,0,1,0
"6492","Ibrahimovic A.",0,0,1,0
"6562","Dani Silva",0,0,1,0
"4182","Klaassen",0,0,1,0
"5782","Kourfalidis",0,0,1,0
"5949","Lindstrom",0,0,1,0
"6246","Lipani",0,0,1,0
"6410","Kaba",0,0,1,0
"6448","Martegani",0,0,1,0
"500","Lulic K.",0,0,1,0
"4272","Dendoncker",0,0,1,0
"6191","Belahyane",0,0,1,0
"6236","Amatucci",0,0,1,0
"6393","Infantino",0,0,1,0
"6420","Pagano",0,0,1,0
"6582","Gomis I.",0,0,1,0
"4787","Quina",0,0,1,0
"6190","Pisilli",0,0,1,0
"6203","Belardinelli",0,0,1,0
"6221","Camara E.",0,0,1,0
"6233","Lella",0,0,1,0
"6240","Haoudi",0,0,1,0
"6251","Saco",0,0,1,0
"6254","Joselito",0,0,1,0
"6507","Nonge",0,0,1,0
"6563","Popovic",0,0,1,0
"4871","Thuram",0,0,0,1
"6227","Okafor",0,0,0,1
"6228","Retegui",0,0,0,1
"6215","Lucca",0,0,0,1
"6409","Beltran L.",0,0,0,1
"6439","Cheddira",0,0,0,1
"5795","Azmoun",0,0,0,1
"6556","Noslin",0,0,0,1
"6164","Vitinha O.",0,0,0,1
"6226","Castellanos",0,0,0,1
"6229","Toure' E.",0,0,0,1
